Titre sans typo	site :titre	num:volume	site:promotion	num:pp	ordre	identifiant	path	Auteur principal et sa Fonction	site :nom	site :prenom	Noter ici tout ce qui peut servir au prestataire	Autorité IdRef Forme retenue	IdRef ou ARK	num:ordre	num:id	site :id	Date d'édition	Promotion	TOME	COTE Thèse AN AB XXVIII 	ppn thèse (NC=non catalogué)	Lieu	Début-Fin de période	Dimensions en cm	Cote Thèse BENC	Renseigner : contribue au constat d'état	site :tri	site :sexe	site :notBefore	site :notAfter	site :professeur	site :lodel
pages liminaires		14-1942-1945	1945	0-8	PREV	ENCPOS_1945_PREV	ENCPOS/1945/ENCPOS_1945_PREV/																									
L’administration des intendants dans la généralité de Montauban de 1635 à 1715	L’administration des intendants dans la généralité de Montauban de 1635 à 1715	14-1942-1945	1945	9-19	01	ENCPOS_1945_01	ENCPOS/1945/ENCPOS_1945_01/	Auliac, Suzanne	Auliac	Suzanne						194501		1945			NC		1635-1715			bon état	auliac	2	1635	1715		
« Ciperis de Vignevaux » chanson de geste du début du xve siècle. Étude et édition	<i>Ciperis_de_Vignevaux</i>, chanson de geste du début du <abbr>xv<sup>e</sup></abbr> siècle. Étude et édition	14-1942-1945	1945	21-25	02	ENCPOS_1945_02	ENCPOS/1945/ENCPOS_1945_02/	Badalo-Dulong, Marguerite-Claude	Badalo-Dulong	Marguerite-Claude						194502		1945			NC		1400-1450			bon état	badalo	2	1400	1450		
Le domaine comtal de Provence à l’avènement de Charles Ier d’Anjou (1246)	Le domaine comtal de Provence à l’avènement de Charles_I<sup>er</sup> d’Anjou (1246)	14-1942-1945	1945	27-37	03	ENCPOS_1945_03	ENCPOS/1945/ENCPOS_1945_03/	Baratier, Édouard	Baratier	Édouard						194503		1945			NC		1246-1246			bon état	baratier	1	1246	1246		
Notre-Dame-des-Prés, abbaye cistercienne au diocèse de Troyes	Notre-Dame-des-Prés, abbaye cistercienne au diocèse de Troyes	14-1942-1945	1945	39-50	04	ENCPOS_1945_04	ENCPOS/1945/ENCPOS_1945_04/	Becquart, Noël	Becquart	Noël						194504		1945			NC		1231-1789			bon état	becquart	1	1231	1789		
Étude sur quelques familles de la bourgeoisie troyenne au xvie siècle	Étude sur quelques familles de la bourgeoisie troyenne au <abbr>xvi<sup>e</sup></abbr> siècle	14-1942-1945	1945	51-58	05	ENCPOS_1945_05	ENCPOS/1945/ENCPOS_1945_05/	Binet, Françoise	Binet	Françoise						194505		1945			NC		1500-1599			bon état	binet	2	1500	1599		
Guillaume Sanguin : bourgeois de Paris (1370?-1442)	Guillaume_Sanguin, bourgeois de Paris (1370?-1442)	14-1942-1945	1945	59-67	06	ENCPOS_1945_06	ENCPOS/1945/ENCPOS_1945_06/	Bossuat, Denise	Bossuat	Denise						194506		1945			NC		1370-1442			bon état	bossuat	2	1370	1442		
Robert Bertran, baron de Bricquebec, maréchal de France (12..-1348)	Robert_Bertran, baron de Bricquebec, maréchal de France (12..-1348)	14-1942-1945	1945	69-76	07	ENCPOS_1945_07	ENCPOS/1945/ENCPOS_1945_07/	Cazelles, Raymond	Cazelles	Raymond						194507		1945			NC		1250-1348			bon état	cazelles	1	1250	1348		
Les commentaires de l’ « Anticlaudianus » d’Alain de Lille d’après les manuscrits de Paris. Étude suivie de l’édition du commentaire de Raoul de Longchamp	Les commentaires de l’<i>Anticlaudianus</i> d’Alain_de_Lille d’après les manuscrits de Paris. Étude suivie de l’édition du <i>Commentaire</i> de Raoul_de_Longchamp	14-1942-1945	1945	77-81	08	ENCPOS_1945_08	ENCPOS/1945/ENCPOS_1945_08/	Cornet, Denise	Cornet	Denise						194508		1945			NC		1182-1183			bon état	cornet	2	1182	1183		
L’abbaye de Longues au diocèse de Bayeux. Étude suivie de l’édition du Cartulaire	L’abbaye de Longues au diocèse de Bayeux. Étude suivie de l’édition du Cartulaire	14-1942-1945	1945	83-86	09	ENCPOS_1945_09	ENCPOS/1945/ENCPOS_1945_09/	Daon, Pierre	Daon	Pierre						194509		1945			NC		500-1499			bon état	daon	1	500	1499		
L’intendant Claude Boucher et l’administration de la généralité de Bordeaux de 1720 à 1743	L’intendant Claude_Boucher et l’administration de la généralité de Bordeaux de 1720 à 1743	14-1942-1945	1945	87-98	10	ENCPOS_1945_10	ENCPOS/1945/ENCPOS_1945_10/	Desgraves, Louis	Desgraves	Louis						194510		1945			NC		1720-1743			bon état	desgraves	1	1720	1743		
La promulgation des lois de 1789 à l’an III	La promulgation des lois de 1789 à l’an III	14-1942-1945	1945	99-106	11	ENCPOS_1945_11	ENCPOS/1945/ENCPOS_1945_11/	Grundt, Lars-Otto	Grundt	Lars-Otto						194511		1945			NC		1789-1795			bon état	grundt		1789	1795		
Le chapitre cathédral de Senlis de 1139 à 1516	Le chapitre cathédral de Senlis de 1139 à 1516	14-1942-1945	1945	107-118	12	ENCPOS_1945_12	ENCPOS/1945/ENCPOS_1945_12/	Ménier, Antoinette	Ménier	Antoinette						194512		1945			NC		1139-1516			bon état	menier	2	1139	1516		
L’abbaye de Notre-Dame-du-Lys au diocèse de Sens	L’abbaye de Notre-Dame-du-Lys au diocèse de Sens	14-1942-1945	1945	119-124	13	ENCPOS_1945_13	ENCPOS/1945/ENCPOS_1945_13/	Prieur, Armande	Prieur	Armande						194513		1945			NC		500-1789			bon état	prieur	2	500	1789		
Étude sur le  « Grand Gauthier » ou livre des aveux et dénombrements rendus à Jean, duc de Berry, par ses vassaux du Poitou	Étude sur le <i>Grand_Gauthier</i> ou livre des aveux et dénombrements rendus à Jean, duc de Berry, par ses vassaux du Poitou	14-1942-1945	1945	125-134	14	ENCPOS_1945_14	ENCPOS/1945/ENCPOS_1945_14/	Villard, François	Villard	François						194514		1945			NC		1392-1410			bon état	villard	1	1392	1410		
pages postliminaires		14-1942-1945	1945	135-	NEXT	ENCPOS_1945_NEXT	ENCPOS/1945/ENCPOS_1945_NEXT/																									
pages liminaires		15-1946-1949	1946	0-8	PREV	ENCPOS_1946_PREV	ENCPOS/1946/ENCPOS_1946_PREV/																									
L’architecture domestique dans le Bordelais au Moyen_Âge	L’architecture domestique dans le Bordelais au Moyen_Âge	15-1946-1949	1946	9-13	01	ENCPOS_1946_01	ENCPOS/1946/ENCPOS_1946_01/	Bernot-Clement, Denise	Bernot-Clement	Denise						194601		1946			NC		500-1499			bon état	bernot	2	500	1499		
Histoire de Sumène de la Réforme à la Révolution	Histoire de Sumène de la Réforme à la Révolution	15-1946-1949	1946	15-26	02	ENCPOS_1946_02	ENCPOS/1946/ENCPOS_1946_02/	Cabane, Mathilde	Cabane	Mathilde						194602		1946			NC		1500-1789			bon état	cabane	2	1500	1789		
Les prieurés bénédictins en Forez des origines à la Révolution	Les prieurés bénédictins en Forez des origines à la Révolution	15-1946-1949	1946	27-32	03	ENCPOS_1946_03	ENCPOS/1946/ENCPOS_1946_03/	Debout, Marion	Debout	Marion						194603		1946			NC		500-1789			bon état	debout	2	500	1789		
Les frères Bureau et l’artillerie royale française (1437-1469)	Les frères Bureau et l’artillerie royale française (1437-1469)	15-1946-1949	1946	33-37	04	ENCPOS_1946_04	ENCPOS/1946/ENCPOS_1946_04/	Dubled, Henri	Dubled	Henri						194604		1946			NC		1437-1469			bon état	dubled	1	1437	1469		
La vie religieuse dans les diocèses de Bourges, Limoges et Clermont du xe à la fin du xiie siècle	La vie religieuse dans les diocèses de Bourges, Limoges et Clermont du <abbr>x<sup>e</sup></abbr> à la fin du <abbr>xii<sup>e</sup></abbr> siècle	15-1946-1949	1946	39-47	05	ENCPOS_1946_05	ENCPOS/1946/ENCPOS_1946_05/	Enjalran, Paulette	Enjalran	Paulette						194605		1946			NC		900-1199			bon état	enjalran	2	900	1199		
L’agriculture en Picardie au xiie siècle	L’agriculture en Picardie au <abbr>xii<sup>e</sup></abbr> siècle	15-1946-1949	1946	49-54	06	ENCPOS_1946_06	ENCPOS/1946/ENCPOS_1946_06/	Estienne, Jean	Estienne	Jean						194606		1946			NC		1100-1199			bon état	estienne	1	1100	1199		
Les églises gothiques de l’ancien diocèse de Chalon	Les églises gothiques de l’ancien diocèse de Chalon	15-1946-1949	1946	55-61	07	ENCPOS_1946_07	ENCPOS/1946/ENCPOS_1946_07/	Fernillot, Yvonne	Fernillot	Yvonne						194607		1946			NC		1100-1499			bon état	fernillot	2	1100	1499		
Le comté d’Auvergne de 1213 à 1437	Le comté d’Auvergne de 1213 à 1437	15-1946-1949	1946	63-71	08	ENCPOS_1946_08	ENCPOS/1946/ENCPOS_1946_08/	Fournoux La Chaze, De, Bernard	Fournoux La Chaze, De	Bernard						194608		1946			NC		1213-1437			bon état	fournouxlachaze	1	1213	1437		
Les débuts de l’art classique en Berry. L’architecte Jean_Lejuge (1589-1650)	Les débuts de l’art classique en Berry. L’architecte Jean_Lejuge (1589-1650)	15-1946-1949	1946	73-79	09	ENCPOS_1946_09	ENCPOS/1946/ENCPOS_1946_09/	Gauchery, Catherine	Gauchery	Catherine						194609		1946			NC		1589-1650			bon état	gauchery	2	1589	1650		
Les enquêteurs-réformateurs de 1270 à 1328	Les enquêteurs-réformateurs de 1270 à 1328	15-1946-1949	1946	81-88	10	ENCPOS_1946_10	ENCPOS/1946/ENCPOS_1946_10/	Glénisson, Jean	Glénisson	Jean						194610		1946			NC		1270-1328			bon état	glenisson	1	1270	1328		
Les chartes de franchises de l’Auxerrois	Les chartes de franchises de l’Auxerrois	15-1946-1949	1946	89-98	11	ENCPOS_1946_11	ENCPOS/1946/ENCPOS_1946_11/	Greslé-Bouignol, Maurice	Greslé-Bouignol	Maurice						194611		1946			NC		1000-1299			bon état	greslebouignol	1	1000	1299		
Étude sur la géographie, l’histoire et l’administration de l’Anjou au xiiie siècle	Étude sur la géographie, l’histoire et l’administration de l’Anjou au <abbr>xiii<sup>e</sup></abbr> siècle	15-1946-1949	1946	99-104	12	ENCPOS_1946_12	ENCPOS/1946/ENCPOS_1946_12/	Landais, Hubert	Landais	Hubert						194612		1946			NC		1200-1299			bon état	landais	1	1200	1299		
Études sur le règne de René II, duc de Lorraine et de Bar	Études sur le règne de René_II, duc de Lorraine et de Bar	15-1946-1949	1946	105-111	13	ENCPOS_1946_13	ENCPOS/1946/ENCPOS_1946_13/	Mathieu De Vienne, René	Mathieu De Vienne	René						194613		1946			NC		1470-1508			bon état	mathieudevienne	1	1470	1508		
Un gentilhomme du xvie siècle, Marc de Rye, marquis de Varambon	Un gentilhomme du <abbr>xvi<sup>e</sup></abbr> siècle, Marc_de_Rye, marquis de Varambon	15-1946-1949	1946	113-116	14	ENCPOS_1946_14	ENCPOS/1946/ENCPOS_1946_14/	Mollet, Michèle	Mollet	Michèle						194614		1946			NC		1500-1599			bon état	mollet	2	1500	1599		
Un commentateur des Sentences au xive siècle, Jean de Mirecourt	Un commentateur des <i>Sentences</i> au <abbr>xiv<sup>e</sup></abbr> siècle, Jean_de_Mirecourt	15-1946-1949	1946	117-122	15	ENCPOS_1946_15	ENCPOS/1946/ENCPOS_1946_15/	Ouy, Gilbert	Ouy	Gilbert						194615		1946			NC		1300-1399			bon état	ouy	1	1300	1399		
Les hôpitaux de Châlons-sur-Marne jusqu’au xviie siècle	Les hôpitaux de Châlons-sur-Marne jusqu’au <abbr>xvii<sup>e</sup></abbr> siècle	15-1946-1949	1946	123-130	16	ENCPOS_1946_16	ENCPOS/1946/ENCPOS_1946_16/	Perret, André	Perret	André						194616		1946			NC		1000-1699			bon état	perret	1	1000	1699		
Jean de Pins, évêque de Rieux (1468?-1537) et la famille de Pins des origines au xvie siècle	Jean_de_Pins, évêque de Rieux (1468?-1537) et la famille des Pins des origines au <abbr>xvi<sup>e</sup></abbr> siècle	15-1946-1949	1946	131-137	17	ENCPOS_1946_17	ENCPOS/1946/ENCPOS_1946_17/	Pins, De, Jean	Pins, De	Jean						194617		1946			NC		1468-1537			bon état	pins	1	1468	1537		
La commanderie de l’Hôpital de Saint-Jean-de-Jérusalem à Manosque	La commanderie de l’Hospital de Saint-Jean-de-Jérusalem à Manosque	15-1946-1949	1872	139-147	18	ENCPOS_1872_18	ENCPOS/1872/ENCPOS_1872_18/	Reynaud, Félix	Reynaud	Félix						187209		1872			NC		500-1872			bon état	reynaud2	1	500	1872		
Les commissaires au Châtelet de Paris des origines à 1560	Les commissaires au Châtelet de Paris des origines à 1560	15-1946-1949	1946	149-160	19	ENCPOS_1946_19	ENCPOS/1946/ENCPOS_1946_19/	Thilliez, Pierre	Thilliez	Pierre						194618		1946			NC		500-1560			bon état	thilliez	1	500	1560		
Le commerce de La Rochelle à la fin du xvie siècle et au début du xviie siècle	Le commerce de La_Rochelle à la fin du <abbr>xvi<sup>e</sup></abbr> siècle et au début du <abbr>xvii<sup>e</sup></abbr> siècle	15-1946-1949	1946	161-170	20	ENCPOS_1946_20	ENCPOS/1946/ENCPOS_1946_20/	Trocmé, Étienne	Trocmé	Étienne						194619		1946			NC		1550-1650			bon état	trocme	1	1550	1650		
pages postliminaires		15-1946-1949	1946	171-	NEXT	ENCPOS_1946_NEXT	ENCPOS/1946/ENCPOS_1946_NEXT/																									
pages liminaires		15-1946-1949	1947	0-8	PREV	ENCPOS_1947_PREV	ENCPOS/1947/ENCPOS_1947_PREV/																									
La politique domaniale du roi René_de_Provence (1434-1480)	La politique domaniale du roi René_de_Provence (1434-1480)	15-1946-1949	1947	9-16	01	ENCPOS_1947_01	ENCPOS/1947/ENCPOS_1947_01/	Allain, Robert	Allain	Robert						194701		1947			NC		1434-1480			bon état	allain	1	1434	1480		
Recherches sur l’histoire de l’arithmétique au Moyen_Âge	Recherches sur l’histoire de l’arithmétique au Moyen_Âge	15-1946-1949	1947	17-22	02	ENCPOS_1947_02	ENCPOS/1947/ENCPOS_1947_02/	Beaujouan, Guy	Beaujouan	Guy						194702		1947			NC		500-1499			bon état	beaujouan	1	500	1499		
Imbert de la Platière des Bordes, dit Bourdillon, maréchal de France (1516-1567)	Imbert_de_la_Platière_des_Bordes, dit Bourdillon, maréchal de France (1516-1567)	15-1946-1949	1947	23-29	03	ENCPOS_1947_03	ENCPOS/1947/ENCPOS_1947_03/	Busson, Jean-Pierre	Busson	Jean-Pierre						194703		1947			NC		1516-1567			bon état	busson	1	1516	1567		
Le domaine de la maison des Baux	Le domaine de la_maison_des_Baux	15-1946-1949	1947	31-36	04	ENCPOS_1947_04	ENCPOS/1947/ENCPOS_1947_04/	Collier, Raymond	Collier	Raymond						194704		1947			NC		500-1499			bon état	collier	1	500	1499		
Gaston d’Orléans et la Fronde	Gaston d’Orléans et la Fronde	15-1946-1949	1947	37-47	05	ENCPOS_1947_05	ENCPOS/1947/ENCPOS_1947_05/	Dethan, Georges	Dethan	Georges						194705		1947			NC		1648-1653			bon état	dethan	1	1648	1653		
Les institutions communales de la ville de Laon (1128-1331)	Les institutions communales de la ville de Laon (1128-1331)	15-1946-1949	1947	49-56	06	ENCPOS_1947_06	ENCPOS/1947/ENCPOS_1947_06/	Fleury, Suzanne	Fleury	Suzanne						194706		1947			NC		1128-1331			bon état	fleury	2	1128	1331		
La vie privée à Avignon dans la seconde moitié du xve siècle	La vie privée à Avignon dans la seconde moitié du <abbr>xv<sup>e</sup></abbr> siècle	15-1946-1949	1947	57-63	07	ENCPOS_1947_07	ENCPOS/1947/ENCPOS_1947_07/	Girard, René	Girard	René						194707		1947			NC		1450-1499			bon état	girard	1	1450	1499		
Le Parlement de Bordeaux sous Charles_IX	Le Parlement de Bordeaux sous Charles_IX	15-1946-1949	1947	65-70	08	ENCPOS_1947_08	ENCPOS/1947/ENCPOS_1947_08/	Hauchecorne, François	Hauchecorne	François						194708		1947			NC		1560-1574			bon état	hauchecorne	1	1560	1574		
Histoire de la ville du Blanc, des origines à 1789	Histoire de la ville du Blanc, des origines à 1789	15-1946-1949	1947	71-75	09	ENCPOS_1947_09	ENCPOS/1947/ENCPOS_1947_09/	La Véronne, De, Chantal	La Véronne, De	Chantal						194709		1947			NC		500-1789			bon état	laveronne	2	500	1789		
La monnaie de l’Église de Lyon	La monnaie de l’Église de Lyon	15-1946-1949	1947	77-80	10	ENCPOS_1947_10	ENCPOS/1947/ENCPOS_1947_10/	Légier, Henri-Jacques	Légier	Henri-Jacques						194710		1947			NC		500-1499			bon état	legier	1	500	1499		
Le songe du vergier. Étude et édition	<i>Le_songe_du_vergier.</i> Étude et édition	15-1946-1949	1947	81-84	11	ENCPOS_1947_11	ENCPOS/1947/ENCPOS_1947_11/	Lièvre, Marion	Lièvre	Marion						194711		1947			NC		1378-1378			bon état	lievre	2	1378	1378		
Un polémiste sous Louis XIV : Eustache Le Noble (1643-1711)	Un polémiste sous Louis_XIV : Eustache_Le_Noble (1643-1711)	15-1946-1949	1947	85-91	12	ENCPOS_1947_12	ENCPOS/1947/ENCPOS_1947_12/	Martin, Henri-Jean	Martin	Henri-Jean						194712		1947			NC		1643-1711			bon état	martin	1	1643	1711		
Le Secret des Secrets, recherches sur les traductions françaises, suivies du texte de Jofroi Waterford et Servais Copale	<i>Le_Secret_des_Secrets</i>, recherches sur les traductions françaises, suivies du texte de Jofroi_Waterford et Servais_Copale	15-1946-1949	1947	93-99	13	ENCPOS_1947_13	ENCPOS/1947/ENCPOS_1947_13/	Monfrin, Jacques	Monfrin	Jacques						194713		1947			NC		900-1310			bon état	monfrin	1	900	1310		
Topographie historique de la ville de Besançon	Topographie historique de la ville de Besançon	15-1946-1949	1947	101-107	14	ENCPOS_1947_14	ENCPOS/1947/ENCPOS_1947_14/	Polge, Henri	Polge	Henri						194714		1947			NC		500-1789			bon état	polge	1	500	1789		
Saint-Flour pendant la guerre de Cent_ans	Saint-Flour pendant la guerre_de_Cent_ans	15-1946-1949	1947	109-119	15	ENCPOS_1947_15	ENCPOS/1947/ENCPOS_1947_15/	Ribeyrotte, Marie-Clarisse	Ribeyrotte	Marie-Clarisse						194715		1947			NC		1337-1453			bon état	ribeyrotte	2	1337	1453		
La seigneurie épiscopale de Clermont, des origines à 1357	La seigneurie épiscopale de Clermont, des origines à 1357	15-1946-1949	1947	121-130	16	ENCPOS_1947_16	ENCPOS/1947/ENCPOS_1947_16/	Sève, Roger	Sève	Roger						194716		1947			NC		500-1357			bon état	seve	1	500	1357		
La sénéchaussée de La Mothe et Bourmont, des origines à 1634	La sénéchaussée de La_Mothe et Bourmont, des origines à 1634	15-1946-1949	1947	131-140	17	ENCPOS_1947_17	ENCPOS/1947/ENCPOS_1947_17/	Villa, Nicole	Villa	Nicole						194717		1947			NC		500-1634			bon état	villa	2	500	1634		
pages postliminaires		15-1946-1949	1947	141-	NEXT	ENCPOS_1947_NEXT	ENCPOS/1947/ENCPOS_1947_NEXT/																									
pages liminaires		15-1946-1949	1948	0-10	PREV	ENCPOS_1948_PREV	ENCPOS/1948/ENCPOS_1948_PREV/																									
Le secrétariat d’État de Bertin (1763-1780)	Le secrétariat d’État de Bertin (1763-1780)	15-1946-1949	1948	11-19	01	ENCPOS_1948_01	ENCPOS/1948/ENCPOS_1948_01/	Antoine, Michel	Antoine	Michel						194801		1948			NC		1763-1780			bon état	antoine	1	1763	1780		
La Chartreuse de Bourgfontaine-en-Valois, des origines à la Révolution	La Chartreuse de Bourgfontaine-en-Valois, des origines à la Révolution	15-1946-1949	1948	21-28	02	ENCPOS_1948_02	ENCPOS/1948/ENCPOS_1948_02/	Billotey, Françoise	Billotey	Françoise						194802		1948			NC		500-1789			bon état	billotey	2	500	1789		
Le « Breviari d'Amor » de Matfré Ermengau	Le <i>Breviari_d_Amor</i> de Matfré_Ermengau	15-1946-1949	1948	29-34	03	ENCPOS_1948_03	ENCPOS/1948/ENCPOS_1948_03/	Bousquet, Jacques	Bousquet	Jacques						194803		1948			NC		1288-1292			bon état	bousquet	1	1288	1292		
Les finances des duchés de Lorraine et de Bar sous le règne des ducs Léopold Ier et François III (1698-1737)	Les finances des duchés de Lorraine et de Bar sous le règne des ducs Léopold_I<sup>er</sup> et François_III (1698-1737)	15-1946-1949	1948	35-41	04	ENCPOS_1948_04	ENCPOS/1948/ENCPOS_1948_04/	Colnat, Jean	Colnat	Jean						194804		1948			NC		1698-1737			bon état	colnat	1	1698	1737		
Les finances de la ville de Paris de 1660 à 1715	Les finances de la ville de Paris de 1660 à 1715	15-1946-1949	1948	43-47	05	ENCPOS_1948_05	ENCPOS/1948/ENCPOS_1948_05/	Duchaillut, Micheline	Duchaillut	Micheline						194805		1948			NC		1660-1715			bon état	duchaillut	2	1660	1715		
Le bailliage d’Amiens aux xiiie et xive siècles	Le bailliage d’Amiens aux <abbr>xiii<sup>e</sup></abbr> et <abbr>xiv<sup>e</sup></abbr> siècles	15-1946-1949	1948	49-52	06	ENCPOS_1948_06	ENCPOS/1948/ENCPOS_1948_06/	Fleury, Michel	Fleury	Michel						194806		1948			NC		1200-1399			bon état	fleury	1	1200	1399		
Recherches sur la vie rurale en Sologne aux xive et xve siècles	Recherches sur la vie rurale en Sologne aux <abbr>xiv<sup>e</sup></abbr> et <abbr>xv<sup>e</sup></abbr> siècles	15-1946-1949	1948	53-63	07	ENCPOS_1948_07	ENCPOS/1948/ENCPOS_1948_07/	Guérin, Isabelle	Guérin	Isabelle						194807		1948			NC		1300-1499			bon état	guerin	2	1300	1499		
Les églises romanes et gothiques de l’ancien archidiaconé du Gâtinais	Les églises romanes et gothiques de l’ancien archidiaconé du Gâtinais	15-1946-1949	1948	65-75	08	ENCPOS_1948_08	ENCPOS/1948/ENCPOS_1948_08/	Lamotte, Pierre	Lamotte	Pierre						194808		1948			NC		1000-1499			bon état	lamotte	1	1000	1499		
